1533328561.275036	{"mems_cooling.X": [[0,0]], "mems_cooling.Y": [[0,0]]}
1533584317.898518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584318.101518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584318.294518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584318.484518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584318.725518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584318.846518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584318.953518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584319.117518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584319.221518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584319.344518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584319.481518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584319.621518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584319.858518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584319.980518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584320.096518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584320.227518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584320.356518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584320.539518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584320.862518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584321.012518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584321.182518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584321.336518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584321.509518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584322.145518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584322.253518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584322.414518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584322.605518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584322.883518	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	optimize
